monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,1,1,1,1,0,0,20250623,20250718,826
1,1,1,1,1,0,0,20250623,20250722,101
1,1,1,1,1,0,0,20250623,20250722,113
1,1,1,1,1,0,0,20250623,20250722,123
1,1,1,1,1,0,0,20250623,20250722,173
1,1,1,1,1,0,0,20250623,20250722,176
1,1,1,1,1,0,0,20250623,20250722,209
1,1,1,1,1,0,0,20250623,20250722,254
1,1,1,1,1,0,0,20250623,20250722,263
1,1,1,1,1,0,0,20250623,20250722,278
1,1,1,1,1,0,0,20250623,20250722,28
1,1,1,1,1,0,0,20250623,20250722,30
1,1,1,1,1,0,0,20250623,20250722,355
1,1,1,1,1,0,0,20250623,20250722,38
1,1,1,1,1,0,0,20250623,20250722,412
1,1,1,1,1,0,0,20250623,20250722,424
1,1,1,1,1,0,0,20250623,20250722,430
1,1,1,1,1,0,0,20250623,20250722,456
1,1,1,1,1,0,0,20250623,20250722,502
1,1,1,1,1,0,0,20250623,20250722,516
1,1,1,1,1,0,0,20250623,20250722,517
1,1,1,1,1,0,0,20250623,20250722,535
1,1,1,1,1,0,0,20250623,20250722,606
1,1,1,1,1,0,0,20250623,20250722,695
1,1,1,1,1,0,0,20250623,20250722,768
1,1,1,1,1,0,0,20250623,20250722,805
1,1,1,1,1,0,0,20250623,20250722,818
1,1,1,1,1,0,0,20250623,20250722,83
1,1,1,1,1,0,0,20250623,20250722,836
1,1,1,1,1,0,0,20250623,20250722,869
1,1,1,1,1,0,0,20250623,20250722,89
1,1,1,1,1,0,0,20250623,20250722,909
1,1,1,1,1,0,0,20250623,20250722,926
1,1,1,1,1,0,0,20250625,20250706,751
1,1,1,1,1,0,0,20250625,20250722,394
1,1,1,1,1,0,0,20250626,20250706,522
1,1,1,1,1,0,0,20250626,20250718,168
1,1,1,1,1,0,0,20250626,20250722,881
1,1,1,1,1,0,0,20250627,20250703,792
1,1,1,1,1,0,0,20250627,20250711,426
1,1,1,1,1,0,0,20250629,20250707,529
1,1,1,1,1,0,0,20250630,20250704,224
1,1,1,1,1,0,0,20250630,20250704,48
1,1,1,1,1,0,0,20250630,20250711,491
1,1,1,1,1,0,0,20250630,20250718,204
1,1,1,1,1,0,0,20250630,20250721,736
1,1,1,1,1,0,0,20250630,20250722,144
1,1,1,1,1,0,0,20250630,20250722,255
1,1,1,1,1,0,0,20250630,20250722,485
1,1,1,1,1,0,0,20250630,20250722,556
1,1,1,1,1,0,0,20250630,20250722,813
1,1,1,1,1,0,0,20250630,20250722,871
1,1,1,1,1,0,0,20250701,20250718,251
1,1,1,1,1,0,0,20250701,20250722,777
1,1,1,1,1,0,0,20250702,20250722,680
1,1,1,1,1,0,0,20250704,20250722,469
1,1,1,1,1,0,0,20250706,20250722,596
1,1,1,1,1,0,0,20250707,20250711,32
1,1,1,1,1,0,0,20250707,20250722,188
1,1,1,1,1,0,0,20250707,20250722,252
1,1,1,1,1,0,0,20250707,20250722,341
1,1,1,1,1,0,0,20250707,20250722,717
1,1,1,1,1,0,0,20250707,20250722,806
1,1,1,1,1,0,0,20250708,20250722,418
1,1,1,1,1,0,0,20250708,20250722,884
1,1,1,1,1,0,0,20250708,20250722,929
1,1,1,1,1,0,0,20250711,20250722,315
1,1,1,1,1,0,0,20250711,20250722,727
1,1,1,1,1,0,0,20250714,20250722,279
1,1,1,1,1,0,0,20250714,20250722,351
1,1,1,1,1,0,0,20250714,20250722,414
1,1,1,1,1,0,0,20250714,20250722,59
1,1,1,1,1,0,0,20250714,20250722,666
1,1,1,1,1,0,0,20250714,20250722,828
1,1,1,1,1,0,0,20250715,20250721,363
1,1,1,1,1,0,0,20250715,20250722,218
1,1,1,1,1,0,0,20250716,20250722,672
1,1,1,1,1,0,1,20250622,20250627,620
1,1,1,1,1,0,1,20250622,20250627,733
1,1,1,1,1,0,1,20250622,20250627,824
1,1,1,1,1,0,1,20250622,20250704,511
1,1,1,1,1,0,1,20250622,20250704,756
1,1,1,1,1,0,1,20250622,20250704,910
1,1,1,1,1,0,1,20250622,20250706,809
1,1,1,1,1,0,1,20250622,20250713,238
1,1,1,1,1,0,1,20250622,20250714,67
1,1,1,1,1,0,1,20250622,20250714,924
1,1,1,1,1,0,1,20250622,20250722,139
1,1,1,1,1,0,1,20250622,20250722,147
1,1,1,1,1,0,1,20250622,20250722,185
1,1,1,1,1,0,1,20250622,20250722,268
1,1,1,1,1,0,1,20250622,20250722,306
1,1,1,1,1,0,1,20250622,20250722,339
1,1,1,1,1,0,1,20250622,20250722,346
1,1,1,1,1,0,1,20250622,20250722,416
1,1,1,1,1,0,1,20250622,20250722,427
1,1,1,1,1,0,1,20250622,20250722,442
1,1,1,1,1,0,1,20250622,20250722,521
1,1,1,1,1,0,1,20250622,20250722,559
1,1,1,1,1,0,1,20250622,20250722,598
1,1,1,1,1,0,1,20250622,20250722,714
1,1,1,1,1,0,1,20250622,20250722,783
1,1,1,1,1,0,1,20250622,20250722,801
1,1,1,1,1,0,1,20250622,20250722,850
1,1,1,1,1,0,1,20250623,20250722,484
1,1,1,1,1,0,1,20250623,20250722,774
1,1,1,1,1,0,1,20250627,20250711,186
1,1,1,1,1,0,1,20250629,20250704,845
1,1,1,1,1,0,1,20250629,20250706,313
1,1,1,1,1,0,1,20250630,20250706,843
1,1,1,1,1,0,1,20250630,20250711,334
1,1,1,1,1,0,1,20250630,20250713,660
1,1,1,1,1,0,1,20250706,20250711,246
1,1,1,1,1,0,1,20250706,20250722,39
1,1,1,1,1,0,1,20250706,20250722,730
1,1,1,1,1,0,1,20250706,20250722,750
1,1,1,1,1,0,1,20250706,20250722,762
1,1,1,1,1,0,1,20250707,20250722,359
1,1,1,1,1,0,1,20250707,20250722,71
1,1,1,1,1,0,1,20250707,20250722,784
1,1,1,1,1,0,1,20250707,20250722,878
1,1,1,1,1,0,1,20250707,20250722,906
1,1,1,1,1,0,1,20250708,20250722,870
1,1,1,1,1,0,1,20250712,20250722,889
1,1,1,1,1,0,1,20250713,20250718,533
1,1,1,1,1,0,1,20250713,20250722,371
1,1,1,1,1,0,1,20250713,20250722,463
1,1,1,1,1,0,1,20250713,20250722,537
1,1,1,1,1,0,1,20250713,20250722,544
1,1,1,1,1,0,1,20250714,20250722,641
1,1,1,1,1,0,1,20250714,20250722,745
1,1,1,1,1,0,1,20250715,20250722,629
1,1,1,1,1,1,0,20250622,20250705,336
1,1,1,1,1,1,0,20250622,20250712,749
1,1,1,1,1,1,0,20250623,20250628,102
1,1,1,1,1,1,0,20250623,20250629,205
1,1,1,1,1,1,0,20250623,20250703,507
1,1,1,1,1,1,0,20250623,20250704,142
1,1,1,1,1,1,0,20250623,20250714,911
1,1,1,1,1,1,0,20250623,20250719,655
1,1,1,1,1,1,0,20250623,20250721,111
1,1,1,1,1,1,0,20250623,20250721,383
1,1,1,1,1,1,0,20250623,20250722,222
1,1,1,1,1,1,0,20250623,20250722,280
1,1,1,1,1,1,0,20250623,20250722,337
1,1,1,1,1,1,0,20250623,20250722,587
1,1,1,1,1,1,0,20250623,20250722,775
1,1,1,1,1,1,0,20250623,20250722,802
1,1,1,1,1,1,0,20250623,20250722,892
1,1,1,1,1,1,0,20250627,20250703,135
1,1,1,1,1,1,0,20250627,20250711,634
1,1,1,1,1,1,0,20250627,20250722,656
1,1,1,1,1,1,0,20250628,20250704,508
1,1,1,1,1,1,0,20250628,20250705,760
1,1,1,1,1,1,0,20250628,20250707,325
1,1,1,1,1,1,0,20250628,20250713,701
1,1,1,1,1,1,0,20250628,20250722,61
1,1,1,1,1,1,0,20250630,20250705,480
1,1,1,1,1,1,0,20250630,20250711,298
1,1,1,1,1,1,0,20250704,20250722,659
1,1,1,1,1,1,0,20250705,20250722,187
1,1,1,1,1,1,0,20250705,20250722,619
1,1,1,1,1,1,0,20250705,20250722,657
1,1,1,1,1,1,0,20250706,20250722,156
1,1,1,1,1,1,0,20250706,20250722,865
1,1,1,1,1,1,0,20250707,20250712,431
1,1,1,1,1,1,0,20250707,20250719,98
1,1,1,1,1,1,0,20250707,20250722,375
1,1,1,1,1,1,0,20250707,20250722,399
1,1,1,1,1,1,0,20250707,20250722,466
1,1,1,1,1,1,0,20250707,20250722,523
1,1,1,1,1,1,0,20250707,20250722,643
1,1,1,1,1,1,0,20250708,20250722,19
1,1,1,1,1,1,0,20250711,20250712,392
1,1,1,1,1,1,0,20250712,20250722,40
1,1,1,1,1,1,0,20250714,20250719,790
1,1,1,1,1,1,0,20250714,20250722,183
1,1,1,1,1,1,0,20250714,20250722,37
1,1,1,1,1,1,0,20250714,20250722,384
1,1,1,1,1,1,0,20250714,20250722,492
1,1,1,1,1,1,0,20250714,20250722,595
1,1,1,1,1,1,0,20250714,20250722,810
1,1,1,1,1,1,0,20250714,20250722,95
1,1,1,1,1,1,0,20250715,20250722,302
1,1,1,1,1,1,1,20250622,20250629,506
1,1,1,1,1,1,1,20250622,20250630,170
1,1,1,1,1,1,1,20250622,20250702,839
1,1,1,1,1,1,1,20250622,20250703,649
1,1,1,1,1,1,1,20250622,20250704,564
1,1,1,1,1,1,1,20250622,20250705,706
1,1,1,1,1,1,1,20250622,20250710,410
1,1,1,1,1,1,1,20250622,20250710,55
1,1,1,1,1,1,1,20250622,20250711,177
1,1,1,1,1,1,1,20250622,20250711,464
1,1,1,1,1,1,1,20250622,20250711,840
1,1,1,1,1,1,1,20250622,20250712,543
1,1,1,1,1,1,1,20250622,20250713,763
1,1,1,1,1,1,1,20250622,20250713,939
1,1,1,1,1,1,1,20250622,20250714,114
1,1,1,1,1,1,1,20250622,20250714,373
1,1,1,1,1,1,1,20250622,20250714,406
1,1,1,1,1,1,1,20250622,20250714,759
1,1,1,1,1,1,1,20250622,20250714,837
1,1,1,1,1,1,1,20250622,20250719,220
1,1,1,1,1,1,1,20250622,20250719,585
1,1,1,1,1,1,1,20250622,20250721,661
1,1,1,1,1,1,1,20250622,20250722,103
1,1,1,1,1,1,1,20250622,20250722,124
1,1,1,1,1,1,1,20250622,20250722,192
1,1,1,1,1,1,1,20250622,20250722,243
1,1,1,1,1,1,1,20250622,20250722,256
1,1,1,1,1,1,1,20250622,20250722,259
1,1,1,1,1,1,1,20250622,20250722,270
1,1,1,1,1,1,1,20250622,20250722,291
1,1,1,1,1,1,1,20250622,20250722,307
1,1,1,1,1,1,1,20250622,20250722,320
1,1,1,1,1,1,1,20250622,20250722,324
1,1,1,1,1,1,1,20250622,20250722,335
1,1,1,1,1,1,1,20250622,20250722,510
1,1,1,1,1,1,1,20250622,20250722,518
1,1,1,1,1,1,1,20250622,20250722,545
1,1,1,1,1,1,1,20250622,20250722,600
1,1,1,1,1,1,1,20250622,20250722,607
1,1,1,1,1,1,1,20250622,20250722,627
1,1,1,1,1,1,1,20250622,20250722,639
1,1,1,1,1,1,1,20250622,20250722,668
1,1,1,1,1,1,1,20250622,20250722,670
1,1,1,1,1,1,1,20250622,20250722,674
1,1,1,1,1,1,1,20250622,20250722,728
1,1,1,1,1,1,1,20250622,20250722,731
1,1,1,1,1,1,1,20250622,20250722,765
1,1,1,1,1,1,1,20250622,20250722,778
1,1,1,1,1,1,1,20250622,20250722,811
1,1,1,1,1,1,1,20250622,20250722,831
1,1,1,1,1,1,1,20250622,20250722,861
1,1,1,1,1,1,1,20250622,20250722,879
1,1,1,1,1,1,1,20250622,20250722,887
1,1,1,1,1,1,1,20250622,20250722,923
1,1,1,1,1,1,1,20250622,20250722,93
1,1,1,1,1,1,1,20250623,20250703,64
1,1,1,1,1,1,1,20250623,20250705,766
1,1,1,1,1,1,1,20250623,20250722,127
1,1,1,1,1,1,1,20250623,20250722,181
1,1,1,1,1,1,1,20250623,20250722,225
1,1,1,1,1,1,1,20250623,20250722,478
1,1,1,1,1,1,1,20250623,20250722,524
1,1,1,1,1,1,1,20250623,20250722,541
1,1,1,1,1,1,1,20250624,20250705,54
1,1,1,1,1,1,1,20250624,20250707,364
1,1,1,1,1,1,1,20250626,20250703,744
1,1,1,1,1,1,1,20250627,20250706,586
1,1,1,1,1,1,1,20250627,20250711,650
1,1,1,1,1,1,1,20250627,20250722,165
1,1,1,1,1,1,1,20250628,20250704,709
1,1,1,1,1,1,1,20250628,20250705,525
1,1,1,1,1,1,1,20250628,20250706,804
1,1,1,1,1,1,1,20250628,20250707,796
1,1,1,1,1,1,1,20250628,20250722,52
1,1,1,1,1,1,1,20250629,20250706,247
1,1,1,1,1,1,1,20250629,20250722,126
1,1,1,1,1,1,1,20250629,20250722,189
1,1,1,1,1,1,1,20250629,20250722,710
1,1,1,1,1,1,1,20250629,20250722,864
1,1,1,1,1,1,1,20250629,20250722,96
1,1,1,1,1,1,1,20250630,20250706,401
1,1,1,1,1,1,1,20250630,20250711,512
1,1,1,1,1,1,1,20250630,20250721,696
1,1,1,1,1,1,1,20250630,20250722,920
1,1,1,1,1,1,1,20250701,20250722,305
1,1,1,1,1,1,1,20250704,20250711,616
1,1,1,1,1,1,1,20250704,20250722,703
1,1,1,1,1,1,1,20250704,20250722,860
1,1,1,1,1,1,1,20250705,20250713,53
1,1,1,1,1,1,1,20250705,20250722,282
1,1,1,1,1,1,1,20250705,20250722,575
1,1,1,1,1,1,1,20250705,20250722,748
1,1,1,1,1,1,1,20250706,20250722,369
1,1,1,1,1,1,1,20250706,20250722,481
1,1,1,1,1,1,1,20250706,20250722,590
1,1,1,1,1,1,1,20250706,20250722,658
1,1,1,1,1,1,1,20250706,20250722,798
1,1,1,1,1,1,1,20250707,20250713,819
1,1,1,1,1,1,1,20250707,20250719,698
1,1,1,1,1,1,1,20250707,20250721,423
1,1,1,1,1,1,1,20250707,20250722,31
1,1,1,1,1,1,1,20250707,20250722,33
1,1,1,1,1,1,1,20250707,20250722,343
1,1,1,1,1,1,1,20250707,20250722,439
1,1,1,1,1,1,1,20250707,20250722,77
1,1,1,1,1,1,1,20250708,20250722,675
1,1,1,1,1,1,1,20250708,20250722,900
1,1,1,1,1,1,1,20250711,20250722,622
1,1,1,1,1,1,1,20250712,20250719,87
1,1,1,1,1,1,1,20250712,20250722,572
1,1,1,1,1,1,1,20250713,20250722,248
1,1,1,1,1,1,1,20250713,20250722,584
1,1,1,1,1,1,1,20250713,20250722,632
1,1,1,1,1,1,1,20250713,20250722,690
1,1,1,1,1,1,1,20250713,20250722,764
1,1,1,1,1,1,1,20250713,20250722,858
1,1,1,1,1,1,1,20250714,20250720,408
1,1,1,1,1,1,1,20250714,20250722,21
1,1,1,1,1,1,1,20250714,20250722,352
1,1,1,1,1,1,1,20250714,20250722,711
1,1,1,1,1,1,1,20250714,20250722,935
1,1,1,1,1,1,1,20250715,20250722,390
1,1,1,1,1,1,1,20250715,20250722,885
1,1,1,1,1,1,1,20250716,20250722,787
1,1,1,1,1,1,1,20250718,20250722,84
